CustomerID,TransactionDate,Amount,Category
1023,2025-03-10,972.72,Home
1024,2025-01-11,641.78,Home
1025,2024-11-21,902.13,Grocery
1025,2025-03-11,1188.1,Electronics
1026,2025-11-11,3872.14,Electronics
1026,2026-02-28,4109.46,Fashion
1026,2025-03-09,3171.51,Grocery
1026,2025-08-19,4719.35,Grocery
1026,2024-06-22,4045.61,Fashion
1026,2024-11-08,4042.67,Fashion
1026,2024-06-27,3806.84,Grocery
1027,2025-02-13,875.84,Grocery
1028,2024-11-27,2554.53,Electronics
1028,2025-11-30,2436.09,Home
1028,2026-01-31,2441.89,Home
1028,2025-10-11,2944.52,Grocery
1028,2026-01-10,2286.02,Fashion
1028,2025-01-15,2191.62,Electronics
1028,2024-06-27,2840.99,Home
1029,2026-04-10,10694.88,Grocery
1029,2025-04-28,13084.04,Electronics
1029,2025-02-26,13759.28,Home
1029,2025-12-15,13320.04,Grocery
1029,2025-08-25,14528.87,Home
1029,2025-08-27,12603.65,Grocery
1029,2025-08-21,13515.22,Electronics
1029,2024-11-01,12041.05,Grocery
1029,2026-03-30,15246.26,Fashion
1029,2025-04-18,16124.55,Home
1029,2025-12-10,12158.69,Home
1029,2024-06-04,10418.43,Fashion
1029,2024-10-18,12532.44,Home
1029,2026-03-01,12800.15,Grocery
1029,2025-11-17,11031.92,Electronics
1029,2024-04-17,11224.44,Electronics
1029,2024-09-30,14126.95,Grocery
1029,2025-08-01,13065.48,Electronics
1029,2025-01-16,14086.25,Fashion
1029,2025-08-12,11598.58,Home
1029,2025-04-02,13478.68,Electronics
1029,2025-11-16,10961.79,Fashion
1030,2024-08-09,1519.52,Electronics
1031,2024-11-09,1090.81,Electronics
1031,2025-01-29,1256.29,Grocery
1031,2024-09-23,1021.67,Fashion
1032,2025-01-20,2877.05,Electronics
1032,2024-12-09,2899.31,Home
1032,2024-10-07,3862.26,Fashion
1032,2025-08-04,3955.92,Grocery
1032,2025-06-09,3464.31,Home
1032,2026-02-16,3566.38,Grocery
1032,2025-06-12,3884.32,Grocery
1033,2026-01-26,1089.95,Home
1034,2025-05-11,1052.61,Grocery
1034,2025-01-31,1060.55,Fashion
1035,2025-12-26,2771.74,Grocery
1035,2026-01-20,2582.36,Home
1035,2026-02-01,2792.14,Fashion
1035,2026-02-17,2289.26,Grocery
1035,2025-12-21,2430.42,Electronics
1035,2024-06-17,2680.98,Home
1035,2024-05-15,2343.1,Electronics
1035,2025-09-28,2597.47,Home
1035,2026-02-09,2863.84,Fashion
1036,2024-08-15,1636.22,Fashion
1036,2024-11-14,1662.88,Electronics
1036,2025-08-21,1807.46,Electronics
1036,2026-01-23,1627.62,Fashion
1036,2026-01-28,1668.76,Fashion
1036,2025-08-15,1524.9,Home
1036,2025-04-26,1612.22,Electronics
1037,2025-08-01,1196.29,Home
1037,2024-04-22,1445.07,Fashion
1037,2024-12-23,1347.3,Home
1038,2024-11-01,4335.75,Grocery
1038,2024-11-19,4177.82,Electronics
1038,2025-07-11,4597.86,Grocery
1038,2025-10-01,3009.67,Electronics
1039,2025-07-12,486.44,Home
1039,2024-10-21,463.82,Electronics
1040,2026-02-03,3605.62,Home
1040,2025-12-21,4523.93,Fashion
1040,2026-03-08,4491.09,Home
1041,2024-05-19,9539.28,Fashion
1041,2025-05-26,6771.78,Electronics
1041,2025-03-30,9162.74,Electronics
1041,2025-01-29,7829.59,Grocery
1041,2025-01-20,7966.53,Fashion
1041,2025-04-26,8415.1,Home
1041,2025-08-25,7678.59,Home
1041,2025-08-31,8520.16,Grocery
1041,2026-04-07,9134.76,Grocery
1041,2024-07-04,8367.11,Fashion
1041,2024-09-14,8752.5,Electronics
1041,2025-09-29,10085.64,Grocery
1041,2025-10-20,9730.81,Home
1041,2024-07-05,7901.68,Grocery
1041,2024-04-17,7535.31,Electronics
1041,2024-10-26,7990.4,Fashion
1041,2024-06-26,8117.61,Home
1041,2024-10-08,7420.5,Home
1042,2024-05-21,1239.62,Home
1042,2026-04-01,1448.39,Fashion
1042,2026-03-29,1446.82,Home
1042,2024-07-08,1495.82,Grocery
1042,2024-08-13,1134.32,Grocery
1043,2025-05-12,1182.63,Electronics
1043,2025-06-19,1091.24,Home
1044,2025-08-25,1483.07,Electronics
1044,2025-10-28,1491.65,Electronics
1044,2025-03-28,1674.83,Electronics
1044,2026-02-28,1597.05,Electronics
1044,2025-03-05,1520.09,Fashion
1044,2024-05-20,1761.94,Electronics
1044,2025-02-13,1196.39,Electronics
1045,2024-08-03,2953.59,Home
1045,2026-03-03,2186.53,Home
1045,2024-11-27,2859.41,Grocery
1046,2025-08-23,1119.05,Grocery
1047,2024-11-05,775.7,Electronics
1047,2024-07-15,675.92,Electronics
1048,2024-05-15,9819.33,Grocery
1048,2025-11-05,8595.18,Home
1048,2024-05-26,12418.22,Fashion
1048,2025-02-24,10896.31,Home
1048,2025-07-02,10535.24,Electronics
1048,2024-06-20,7867.77,Grocery
1048,2025-04-30,11001.72,Fashion
1048,2025-04-13,9837.93,Fashion
1048,2025-09-13,8492.91,Electronics
1048,2024-07-27,10185.69,Home
1048,2025-04-20,11067.42,Home
1048,2025-05-22,10723.16,Grocery
1048,2025-03-29,10213.51,Electronics
1049,2025-06-18,1404.2,Fashion
1049,2024-08-06,1527.66,Electronics
1049,2025-04-30,1776.72,Electronics
1049,2025-02-04,1491.23,Electronics
1049,2025-06-06,1568.75,Electronics
1049,2024-06-14,1334.41,Electronics
1049,2024-09-13,1566.02,Fashion
1050,2025-04-29,2851.03,Electronics
1050,2024-07-10,2847.46,Grocery
1050,2025-10-11,2483.93,Home
1050,2026-03-17,2134.95,Home
1051,2024-06-18,3304.31,Fashion
1051,2025-11-06,3348.4,Electronics
1051,2026-01-17,2829.08,Electronics
1051,2024-05-22,3690.25,Grocery
1051,2024-05-10,3380.81,Home
1051,2024-09-27,2970.1,Fashion
1051,2025-09-08,2950.93,Grocery
1052,2024-06-10,3013.7,Fashion
1052,2024-08-29,2132.11,Grocery
1052,2025-10-18,2980.12,Electronics
1052,2025-12-18,2865.01,Fashion
1052,2024-06-02,2312.07,Home
1053,2025-01-08,1283.11,Grocery
1054,2026-02-15,4406.98,Electronics
1054,2026-04-03,3878.25,Electronics
1054,2025-06-02,3906.91,Grocery
1054,2025-05-18,3896.89,Fashion
1054,2025-08-15,4607.66,Home
1054,2025-07-21,4275.53,Fashion
1055,2025-12-12,1015.3,Fashion
1055,2026-04-04,1112.2,Fashion
1056,2024-07-26,13920.95,Home
1056,2026-01-19,11794.62,Fashion
1056,2024-05-02,11807.58,Fashion
1056,2024-05-04,12380.8,Grocery
1056,2025-12-13,14500.94,Fashion
1056,2025-07-29,11576.34,Fashion
1056,2025-08-28,12986.55,Fashion
1056,2025-04-12,14118.13,Home
1056,2024-08-26,13430.54,Fashion
1056,2024-04-14,14968.67,Home
1056,2024-04-20,16552.96,Electronics
1056,2024-10-06,9728.09,Fashion
1056,2025-08-17,11650.05,Fashion
1056,2025-08-19,12848.42,Fashion
1056,2026-04-07,14968.3,Fashion
1056,2025-11-16,15033.55,Home
1057,2026-03-08,11982.65,Fashion
1057,2024-08-31,10697.13,Grocery
1057,2024-07-21,11598.35,Electronics
1057,2025-01-11,11548.4,Fashion
1057,2024-05-26,9658.26,Fashion
1057,2024-07-16,11121.79,Fashion
1057,2024-09-12,10351.79,Electronics
1057,2024-05-18,9862.74,Home
1057,2025-04-05,9370.56,Home
1057,2026-03-31,8576.93,Home
1057,2024-06-04,9006.9,Grocery
1057,2025-06-05,11032.54,Fashion
1057,2026-02-15,10473.28,Electronics
1058,2025-11-14,1145.52,Grocery
1058,2025-08-10,1124.13,Electronics
1058,2024-12-15,1050.64,Electronics
1058,2025-11-08,886.36,Home
1059,2024-08-03,1162.65,Fashion
1060,2025-08-25,4697.94,Electronics
1060,2026-03-25,4022.19,Fashion
1060,2024-09-19,3712.2,Fashion
1060,2024-08-27,4179.66,Home
1060,2025-05-07,4625.66,Grocery
1061,2024-10-21,1432.67,Fashion
1061,2026-01-12,1531.99,Electronics
1062,2026-03-26,600.14,Grocery
1063,2025-08-04,989.67,Grocery
1063,2025-11-25,1029.34,Grocery
1064,2024-12-20,1025.84,Grocery
1064,2025-03-05,914.35,Grocery
1065,2025-11-10,1100.19,Fashion
1066,2025-10-10,813.91,Grocery
1067,2024-11-11,12191.42,Fashion
1067,2025-11-01,14400.53,Home
1067,2024-12-04,11280.1,Grocery
1067,2025-10-23,13803.25,Fashion
1067,2025-02-21,13875.49,Grocery
1067,2026-03-03,12815.6,Fashion
1067,2026-03-13,12365.24,Electronics
1067,2024-05-14,14877.53,Home
1067,2025-01-26,12156.05,Fashion
1067,2025-04-17,11056.1,Home
1067,2025-03-18,10612.61,Fashion
1067,2025-05-22,12648.92,Fashion
1067,2025-06-22,12994.54,Electronics
1067,2025-05-02,13345.18,Home
1067,2025-11-22,13774.01,Grocery
1067,2025-01-26,11041.39,Grocery
1067,2025-06-13,14124.08,Fashion
1067,2025-11-09,13310.49,Grocery
1067,2024-09-24,12845.23,Electronics
1067,2024-09-13,12179.91,Fashion
1067,2025-08-11,10992.58,Fashion
1067,2025-09-05,13136.22,Electronics
1067,2024-11-21,12208.63,Electronics
1067,2026-02-16,14590.22,Grocery
1068,2024-09-15,4762.2,Fashion
1068,2026-02-08,3906.01,Electronics
1068,2025-09-07,4669.97,Electronics
1069,2024-09-08,1247.19,Fashion
1069,2025-04-19,1069.64,Electronics
1069,2025-09-28,1095.28,Electronics
1069,2025-05-14,1131.6,Electronics
1069,2025-07-24,1118.09,Grocery
1069,2025-08-28,940.22,Home
1069,2025-08-03,996.19,Electronics
1069,2025-10-17,1043.64,Home
1069,2024-05-23,1138.52,Electronics
1070,2026-03-02,1357.05,Grocery
1071,2026-03-02,1281.86,Grocery
1071,2025-06-26,1190.01,Home
1072,2024-05-30,4605.73,Electronics
1072,2025-04-13,4611.21,Home
1072,2026-04-04,4187.83,Electronics
1072,2024-10-01,4394.49,Grocery
1072,2025-01-29,4534.75,Fashion
1073,2024-04-23,1211.11,Fashion
1073,2025-08-30,1431.61,Electronics
1074,2025-04-16,3483.4,Home
1074,2025-04-11,2801.98,Grocery
1074,2025-05-20,3623.69,Home
1075,2025-07-07,3919.9,Home
1075,2024-12-13,3939.97,Electronics
1075,2024-11-03,3852.33,Fashion
1075,2025-03-06,3288.13,Fashion
1075,2025-12-12,4402.23,Grocery
1075,2025-09-13,4162.18,Grocery
1075,2026-03-13,3803.7,Grocery
1075,2026-03-09,3962.19,Grocery
1076,2025-02-05,2217.08,Fashion
1076,2025-06-30,2808.37,Electronics
1076,2025-11-05,3108.16,Grocery
1076,2025-12-02,2582.23,Grocery
1076,2024-10-19,2987.13,Grocery
1076,2025-03-25,2721.7,Electronics
1076,2025-06-12,2464.34,Home
1076,2026-01-17,2358.96,Grocery
1076,2024-11-20,2591.01,Electronics
1077,2025-10-30,1934.06,Home
1077,2025-07-14,1875.78,Home
1077,2025-09-15,1686.42,Electronics
1077,2024-06-23,1949.43,Electronics
1077,2025-06-06,1889.36,Fashion
1077,2025-09-24,1692.0,Grocery
1077,2025-04-27,1957.55,Fashion
1077,2024-10-31,2055.93,Electronics
1078,2025-08-18,6480.37,Home
1078,2024-04-15,5264.24,Fashion
1078,2024-11-26,6777.42,Grocery
1078,2026-02-06,5843.85,Electronics
1078,2024-04-20,5969.08,Grocery
1078,2025-10-27,4736.48,Home
1078,2026-03-31,6743.13,Fashion
1078,2025-02-10,6517.85,Home
1078,2025-09-09,5863.86,Home
1078,2026-02-24,6524.89,Home
1078,2025-01-03,7753.57,Home
1078,2024-06-07,6237.73,Fashion
1078,2025-08-12,6382.14,Electronics
1078,2024-08-30,4975.39,Home
1078,2024-06-14,5625.66,Grocery
1078,2026-01-11,6076.12,Fashion
1079,2025-02-07,1850.21,Grocery
1079,2024-07-15,1656.81,Fashion
1079,2026-04-02,2126.87,Home
1079,2024-05-21,1865.05,Home
1079,2025-05-28,1893.88,Grocery
1079,2026-04-04,2036.12,Grocery
1079,2026-01-17,2188.79,Fashion
1079,2025-02-25,2011.67,Grocery
1079,2024-11-12,2104.12,Home
1080,2025-08-11,2782.84,Fashion
1080,2025-11-15,3069.63,Grocery
1080,2025-06-27,2749.76,Grocery
1080,2024-08-25,3064.72,Grocery
1080,2024-07-07,2334.45,Home
1080,2024-04-27,2517.56,Fashion
1080,2025-09-16,2778.79,Electronics
1081,2025-11-03,1523.06,Electronics
1082,2025-11-10,3959.05,Fashion
1082,2024-05-22,5126.71,Fashion
1082,2025-12-15,4238.71,Fashion
1082,2024-11-15,4685.49,Home
1082,2025-06-20,4738.73,Fashion
1082,2025-04-05,3709.31,Grocery
1083,2024-11-07,3396.44,Home
1083,2024-12-19,3716.05,Fashion
1083,2026-04-09,3668.34,Grocery
1083,2025-06-22,3922.4,Fashion
1083,2024-11-25,4393.62,Home
1083,2025-03-26,4235.92,Electronics
1083,2026-01-17,2812.28,Fashion
1084,2026-03-14,9630.18,Grocery
1084,2025-01-17,7800.74,Home
1084,2025-01-06,7524.38,Grocery
1084,2024-07-20,8668.09,Fashion
1084,2024-08-27,7043.86,Fashion
1084,2025-04-15,9137.31,Electronics
1084,2025-11-29,9489.06,Electronics
1084,2025-06-02,7670.43,Home
1084,2025-07-01,8624.21,Electronics
1084,2024-07-18,10761.37,Home
1085,2024-07-30,4242.07,Fashion
1085,2024-07-08,4492.88,Electronics
1085,2024-11-16,3919.61,Electronics
1085,2026-02-11,4754.55,Electronics
1085,2025-11-01,4209.73,Fashion
1085,2025-07-09,4477.24,Electronics
1085,2025-08-12,4535.41,Electronics
1085,2026-03-03,4675.51,Grocery
1085,2025-10-09,3533.33,Home
1086,2025-06-07,1448.89,Home
1086,2025-04-01,1075.72,Grocery
1086,2024-06-11,1072.04,Home
1086,2025-04-18,1098.54,Fashion
1086,2025-09-30,1144.24,Grocery
1086,2025-12-13,1136.74,Fashion
1086,2025-11-17,1160.77,Fashion
1086,2024-07-02,1161.71,Grocery
1086,2025-05-01,1176.67,Fashion
1087,2024-06-26,832.58,Fashion
1088,2024-09-13,4424.75,Electronics
1088,2025-11-01,5499.99,Electronics
1088,2024-08-30,4871.52,Grocery
1088,2024-12-08,5148.78,Fashion
1089,2024-12-15,2536.51,Fashion
1089,2025-03-10,2670.78,Grocery
1089,2024-07-09,3131.38,Home
1089,2025-01-11,2400.89,Electronics
1089,2024-08-14,2300.22,Electronics
1089,2025-02-18,2576.8,Home
1089,2025-12-30,2388.48,Fashion
1089,2025-07-18,3204.69,Fashion
1090,2025-05-18,968.63,Home
1091,2025-11-08,439.93,Home
1091,2026-02-27,534.63,Home
1092,2025-02-08,3774.64,Grocery
1092,2026-02-19,4024.33,Grocery
1092,2025-05-22,3799.34,Fashion
1092,2025-05-12,4086.67,Electronics
1092,2025-04-03,3489.66,Grocery
1092,2025-11-06,3445.13,Grocery
1092,2024-07-02,4228.11,Fashion
1092,2026-04-09,3264.32,Electronics
1093,2025-01-07,588.28,Grocery
1093,2025-06-03,653.82,Electronics
1094,2026-01-17,5323.74,Electronics
1094,2025-10-21,4635.91,Home
1094,2024-05-26,4891.46,Grocery
1094,2025-12-14,4736.04,Electronics
1095,2026-04-01,1233.85,Fashion
1096,2025-06-22,942.37,Home
1096,2026-02-20,1129.83,Grocery
1097,2025-01-27,4252.69,Fashion
1097,2024-09-07,4279.86,Fashion
1097,2024-06-07,3767.76,Grocery
1097,2024-06-19,4564.62,Home
1098,2024-11-18,2979.8,Electronics
1098,2025-07-31,2452.15,Grocery
1098,2024-08-22,2386.51,Fashion
1099,2025-01-07,2867.41,Fashion
1099,2025-06-27,2634.5,Grocery
1099,2024-07-29,2476.8,Electronics
1099,2024-05-03,2585.2,Electronics
1099,2024-09-27,2920.48,Home
1099,2024-10-19,3051.85,Home
1099,2025-11-13,2958.86,Grocery
1099,2025-03-26,2349.93,Fashion
1100,2025-10-21,1293.41,Fashion
1100,2024-12-26,1444.76,Fashion
1100,2025-12-16,1221.02,Home
1100,2025-01-13,1127.01,Electronics
1100,2024-12-20,1089.55,Home
1100,2024-08-01,1285.47,Fashion
1100,2024-06-10,1400.85,Electronics
1100,2025-03-07,1172.25,Home
1101,2025-08-17,1319.67,Fashion
1102,2025-01-10,2188.28,Grocery
1102,2025-11-01,2059.71,Home
1102,2024-11-18,2528.29,Fashion
1102,2024-12-16,1889.86,Electronics
1102,2025-05-05,1789.98,Fashion
1102,2025-01-17,1856.18,Grocery
1102,2024-06-14,1703.47,Home
1102,2024-12-31,2197.81,Grocery
1103,2024-12-07,4419.48,Home
1103,2025-08-15,4796.24,Electronics
1103,2025-11-04,3395.04,Home
1103,2024-06-10,4095.95,Grocery
1103,2024-11-01,4596.89,Electronics
1103,2025-03-08,3882.34,Fashion
1104,2025-07-19,4729.38,Electronics
1104,2025-08-01,6110.83,Fashion
1104,2025-08-16,4755.3,Electronics
1104,2025-01-30,3664.22,Electronics
1104,2024-06-27,4933.8,Electronics
1104,2024-12-15,5151.37,Home
1104,2026-01-09,4928.91,Electronics
1104,2024-10-15,3486.48,Home
1105,2025-07-31,737.04,Fashion
1105,2026-02-10,622.07,Electronics
1106,2025-03-25,600.53,Grocery
1106,2024-05-21,722.34,Electronics
1107,2025-05-17,1516.11,Home
1107,2025-10-03,1448.22,Home
1107,2024-08-10,1481.06,Home
1108,2025-03-27,2113.9,Home
1108,2025-02-13,1643.91,Grocery
1108,2024-05-21,1666.69,Grocery
1109,2024-08-21,4213.27,Electronics
1109,2024-11-17,4065.68,Electronics
1109,2025-08-08,4142.31,Fashion
1109,2024-08-28,5064.1,Home
1109,2025-02-12,4652.38,Electronics
1109,2026-02-05,4713.25,Electronics
1109,2025-09-10,4097.33,Electronics
1109,2025-05-08,3711.93,Grocery
1110,2024-07-21,1906.74,Fashion
1110,2024-11-17,1972.58,Home
1110,2024-08-25,1881.45,Home
1110,2025-08-27,1780.91,Fashion
1110,2024-10-04,1731.03,Electronics
1110,2024-10-04,1925.98,Electronics
1111,2026-04-01,833.15,Fashion
1111,2025-08-22,917.48,Fashion
1112,2026-01-22,3331.85,Electronics
1112,2025-10-20,3709.82,Electronics
1112,2026-01-14,3306.31,Electronics
1112,2026-04-03,3417.11,Home
1112,2024-12-14,3612.18,Home
1112,2026-03-25,3068.9,Grocery
1112,2025-01-30,3202.08,Grocery
1112,2025-09-12,3175.37,Grocery
1113,2025-04-24,3836.62,Home
1113,2025-05-26,3350.66,Home
1113,2025-09-03,3588.51,Electronics
1113,2025-08-31,3392.3,Electronics
1113,2025-01-03,3899.57,Fashion
1113,2024-09-27,3327.56,Electronics
1113,2025-10-24,3320.62,Electronics
1114,2025-11-13,4549.77,Fashion
1114,2025-04-02,4094.22,Electronics
1114,2024-05-18,4602.04,Home
1114,2025-08-28,4963.43,Grocery
1114,2024-11-05,4838.46,Grocery
1114,2024-06-15,4486.84,Home
1114,2025-12-08,4072.47,Home
1114,2025-02-21,4414.15,Home
1115,2025-12-10,14291.05,Electronics
1115,2025-08-21,14238.03,Grocery
1115,2024-10-28,12147.63,Fashion
1115,2025-06-13,14709.09,Home
1115,2025-08-16,14788.62,Grocery
1115,2025-07-29,15496.77,Fashion
1115,2024-06-18,14423.59,Grocery
1115,2024-09-26,12965.87,Grocery
1115,2025-01-03,15586.65,Electronics
1115,2025-07-07,13898.75,Grocery
1115,2025-02-14,14203.16,Grocery
1115,2024-07-20,17477.59,Grocery
1116,2025-04-09,13487.94,Home
1116,2025-04-14,15130.64,Fashion
1116,2024-06-24,14552.61,Grocery
1116,2025-01-17,14790.04,Home
1116,2025-12-28,14069.72,Fashion
1116,2024-12-06,13462.09,Electronics
1116,2026-04-01,14775.87,Grocery
1116,2026-02-04,14535.09,Electronics
1116,2025-12-20,14114.99,Fashion
1116,2025-08-20,15731.15,Fashion
1116,2025-06-01,11742.11,Grocery
1116,2026-01-31,12213.91,Home
1116,2025-09-12,16104.91,Home
1116,2025-08-27,13184.4,Fashion
1116,2024-12-28,13161.66,Electronics
1116,2025-12-13,12111.63,Grocery
1116,2024-11-11,16194.44,Electronics
1116,2025-05-10,13844.61,Fashion
1116,2026-02-15,13397.86,Home
1116,2025-10-31,13885.42,Fashion
1116,2024-08-25,13312.51,Grocery
1116,2025-05-27,13823.31,Fashion
1116,2025-09-12,13499.51,Fashion
1117,2024-05-07,1230.21,Grocery
1118,2025-12-19,1363.9,Home
1118,2025-12-19,1469.36,Grocery
1118,2024-12-21,1517.78,Electronics
1118,2025-09-25,1575.42,Home
1118,2024-06-20,1437.43,Fashion
1118,2024-09-29,1528.48,Fashion
1119,2025-03-07,1104.43,Fashion
1120,2025-07-31,3277.73,Fashion
1120,2024-05-01,3080.35,Electronics
1120,2025-02-09,3865.74,Grocery
1120,2025-06-13,3579.25,Home
1120,2026-02-21,3306.53,Electronics
1120,2026-01-27,3860.45,Fashion
1120,2025-07-25,3927.19,Fashion
1121,2025-06-02,1343.95,Electronics
1121,2024-10-15,1360.61,Home
1122,2025-02-27,1043.06,Home
1122,2025-10-30,1032.15,Grocery
1122,2025-09-03,940.95,Electronics
1122,2025-09-18,849.58,Fashion
1122,2024-10-02,1071.93,Grocery
1122,2024-08-23,1035.78,Fashion
1123,2024-05-21,696.8,Grocery
1124,2024-06-25,4355.29,Home
1124,2025-09-24,5416.49,Home
1124,2025-11-20,4670.64,Electronics
1124,2025-10-28,4314.64,Home
1124,2025-06-10,5128.8,Grocery
1125,2025-01-21,3181.84,Grocery
1125,2024-08-21,3155.86,Grocery
1125,2025-06-26,3085.26,Fashion
1125,2026-03-14,3455.29,Fashion
1125,2026-02-27,3494.7,Electronics
1125,2024-08-09,3308.07,Fashion
1125,2024-12-03,3065.92,Electronics
1126,2026-02-04,9556.0,Fashion
1126,2026-01-03,13333.47,Grocery
1126,2026-01-15,15010.73,Home
1126,2025-05-02,13091.72,Grocery
1126,2024-06-30,13801.49,Grocery
1126,2024-05-07,13481.39,Home
1126,2025-03-16,15467.15,Electronics
1126,2024-10-26,15636.48,Home
1126,2025-09-09,13870.57,Grocery
1126,2025-03-31,13982.54,Home
1126,2024-08-15,12369.39,Fashion
1126,2025-03-26,13928.33,Fashion
1126,2025-01-19,13456.66,Fashion
1126,2025-07-31,11767.82,Fashion
